"","siteID","name","county","island","classifica","citypark","sports","playground","home","park","harbor","manmade","sand","rock","surf","snork","lifeguard","parking","showers","restrooms","swim","trailall","sand_type","mpa","beach_leng","res_fish_bio","PNAS","haleakala","molokini","Box_ID_2","beachlarge","beachmedium","beachsmall","coastal"
"325",319,"Kapalua Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,"Standard","",187.342447,13.6174,25.175021,0,0,29,0,0,1,1
"326",320,"Maalaea Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","",806,5.19806,0,0,0,30,1,0,0,1
"327",321,"Sea Caves and Black Sand Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Black","",282.733682,31.2835,4.775974,0,0,29,0,1,0,1
"328",322,"Waianapanapa State Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,"Black","",125.965005,78.3666,5.104962,0,0,24,0,0,1,1
"329",323,"Honolua Bay","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,"Standard","",123.391176,35.1656,1.543879,0,0,29,0,0,1,1
"330",324,"Olowalu Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Standard","",888.170967,24.1059,12.03011,0,0,30,1,0,0,1
"331",325,"Hana Beach Park","Maui","Maui","",0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,"Standard","",456.283206,60.5148,18.685205,0,0,22,0,1,0,1
"332",326,"DT Fleming Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,"Standard","",504,6.54645,2.688227,0,0,29,1,0,0,1
"333",327,"Honokowai Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","",281.230889,5.62161,17.252929,0,0,29,0,1,0,1
"334",328,"Kahului Beach Park","Maui","Maui","",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,"999","",555,6.80991,0,0,0,26,1,0,0,1
"335",329,"Kanaha Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,"Standard","",1440.822225,6.80991,12.703864,0,0,26,1,0,0,1
"336",330,"Lower Paia Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,"Standard","",440.124553,10.541,12.841414,0,0,26,0,1,0,1
"337",331,"Papalaua Wayside Beach Park","Maui","Maui","",0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,"Standard","",850.881818,10.1209,8.521747,0,0,30,1,0,0,1
"338",332,"Paukukalo Beach Park","Maui","Maui","",0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,"Rock","",1068,12.2814,6.953737,0,0,26,1,0,0,1
"339",333,"Poolenalena Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,"Standard","",268.512001,6.79009,12.134312,0,0,30,0,1,0,1
"340",334,"Ukumehame Beach Park","Maui","Maui","",0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,"Standard","",462,6.86989,2.214517,0,0,30,0,1,0,1
"341",335,"Wahikuli State Wayside Beach Park","Maui","Maui","",0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,"Rock","",248.254535,3.85123,11.362715,0,0,29,0,1,0,1
"342",336,"Waiehu Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,"Standard","",537.706911,12.2814,14.983002,0,0,26,1,0,0,1
"343",337,"Waihee Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,"Standard","",815,9.69921,11.200006,0,0,26,1,0,0,1
"344",338,"Hanakaoo Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,"Standard","",174.446173,4.49352,20.585986,0,0,29,0,0,1,1
"345",339,"Kalama Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,"Standard","",276.586821,5.70375,0.92806,0,0,30,0,1,0,1
"346",340,"Kalepolepo Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,"Standard","",38.790529,4.37202,11.912895,0,0,30,0,0,1,1
"347",341,"Lahaina Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,"Standard","",745.979401,4.73961,11.694876,0,0,29,1,0,0,1
"348",342,"Puamana Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,"Standard","",311,4.03072,27.954141,0,0,29,0,1,0,1
"349",343,"Honokohau Bay","Maui","Maui","",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Rock","",488.074843,19.7998,1.365876,0,0,29,0,1,0,1
"350",344,"Honomanu Bay","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Black","",229.533336,30,6.406891,0,0,24,0,1,0,1
"351",345,"Huakini Bay","Maui","Maui","",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rock","",745,7.14577,1.726072,0,0,21,1,0,0,1
"352",346,"Kanapali Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","",448.585292,5.92239,28.8419,0,0,29,0,1,0,1
"353",347,"Kahana Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,"Standard","",661.50513,5.66928,2.101491,0,0,29,1,0,0,1
"354",348,"Kaihalulu Beach","Maui","Maui","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Red","",347.912932,81.2295,17.140975,0,0,22,0,1,0,1
"355",349,"Awalua Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"Standard","",695,3.35271,28.161106,0,0,29,1,0,0,1
"356",350,"Changs Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"Standard","",397.862054,3.06339,10.211465,0,0,30,0,1,0,1
"357",351,"Kanaio Beach","Maui","Maui","",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rock","",320.325695,20.0771,11.969434,0,0,21,0,1,0,1
"358",352,"Keawakapu Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","",1118,3.40666,5.201841,0,0,30,1,0,0,1
"359",353,"Keonenui Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Standard","",218.360984,12.5867,10.246723,0,0,29,0,1,0,1
"360",354,"Koki Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,"Red","",235.280748,26.7467,13.256075,0,0,22,0,1,0,1
"361",355,"Kuau Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"Standard","",94.434958,43.4795,18.790302,0,0,26,0,0,1,1
"362",356,"Kuiaha Bay","Maui","Maui","",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Rock","",179.922943,73.9773,4.00801,0,0,26,0,0,1,1
"363",357,"La Perouse Bay","Maui","Maui","",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,"Rock","",63.105068,28.9701,6.246525,0,0,30,0,0,1,1
"364",358,"Charley Young Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","",184.349452,1.26392,4.443258,0,0,30,0,0,1,1
"365",359,"Makena Landing Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","",157.812059,6.51572,16.577787,0,0,30,0,0,1,1
"366",360,"Maliko Bay","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Black","",103.827601,5,0.979491,0,0,26,0,0,1,1
"367",361,"Maluaka Beach Park","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Standard","",403.233169,8.95006,12.595099,0,0,30,0,1,0,1
"368",362,"Mantokuji Bay","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Standard","",385.088747,8.49222,14.574548,0,0,26,0,1,0,1
"369",363,"Mokapu Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,"Standard","",368.925724,9.18686,7.231583,0,0,30,0,1,0,1
"370",364,"Mokulau Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Standard","",500.311618,22.1109,6.791637,0,0,21,1,0,0,1
"371",365,"Mokuleia Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Standard","",271.227988,20.7746,4.533223,0,0,29,0,1,0,1
"372",366,"Napili Bay","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","",357.988982,7.83335,6.264851,0,0,29,0,1,0,1
"373",367,"Nuu Bay","Maui","Maui","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Standard","",999.479448,10.2251,7.596887,0,0,21,1,0,0,1
"374",368,"Oneloa Bay","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","",381.936165,8.01358,4.728801,0,0,29,0,1,0,1
"375",369,"Oneuli Beach","Maui","Maui","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Black","",527.862153,11.8395,26.695644,0,0,30,1,0,0,1
"376",370,"Palauea Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"Standard","",267.876442,11.5724,8.346278,0,0,30,0,1,0,1
"377",371,"Polo Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","",281.170985,7.81052,9.798215,0,0,30,0,1,0,1
"378",372,"Puunoa Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,"Standard","",612.403639,5.58519,13.02051,0,0,29,1,0,0,1
"379",373,"Hamoa Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"Standard","",257.307598,52.6335,15.23032,0,0,22,0,1,0,1
"380",374,"Punalau Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"Standard","",263.847264,26.0003,14.019412,0,0,29,0,1,0,1
"381",375,"Spreckelsville Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","",391.068309,6.22191,23.259392,0,0,26,0,1,0,1
"382",376,"Ulua Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,"Standard","",229.222294,5.9698,6.869187,0,0,30,0,1,0,1
"383",377,"Ahihi-Kinau Natural Area Reserve","Maui","Maui","",0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,"Rock","",79.456069,16.9154,20.624578,0,0,30,0,0,1,1
"384",378,"Waikoloa Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"Black","",445.323781,50.2609,18.57463,0,0,22,0,1,0,1
"385",379,"Maipoina Oe Iau Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,"Standard","",365,5.48754,13.948467,0,0,30,0,1,0,1
"386",380,"Hoaloha Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,"Standard","",365,6.80991,0,0,0,26,0,1,0,1
"387",381,"Launiupoko Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,"Standard","",180,8.22385,20.743771,0,0,29,0,0,1,1
"388",382,"Ali'i Kahekili Nui Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","",360,10.1495,14.266793,0,0,29,0,1,0,1
"389",383,"Black Rock Beach Trail","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,"Standard","",459,15.45,3.202861,0,0,29,0,1,0,1
"390",384,"Kipahulu Visitor Center Park","Maui","Maui","",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,"Rock","",695,30.0728,3.951638,0,0,21,1,0,0,1
"391",385,"Five Caves Beach","Maui","Maui","",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Rock","",11,8.54512,26.270074,0,0,30,0,0,1,1
"392",386,"Secret Cove Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Standard","",51,9.59302,3.469904,0,0,30,0,0,1,1
"393",387,"Makena State Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,"Standard","",636,10.0139,26.529035,0,0,30,1,0,0,1
"394",388,"Molokini Island Preserve","Maui","Maui","",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Rock","",650,85,42.663116,0,1,30,1,0,0,1
"395",389,"Kihei Boat Ramp","Maui","Maui","",0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,"999","",110,11.7133,23.385603,0,0,30,0,0,1,1
"396",390,"Cove Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,"Standard","",207,10.1735,2.861443,0,0,30,0,1,0,1
"397",391,"Kihei Canoe Club Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,"Standard","",465,3.5022,7.819318,0,0,30,0,1,0,1
"398",392,"Maalaea Harbor Village","Maui","Maui","",0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,"999","",475,12.9111,4.7666,0,0,30,0,1,0,1
"399",393,"Lahaina Harbor","Maui","Maui","",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,"999","",308,7.53118,22.016948,0,0,29,0,1,0,1
"400",394,"Mala Boat Ramp","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,"Standard","",114,7.35583,23.994076,0,0,29,0,0,1,1
"401",395,"Honokowai Point Beach","Maui","Maui","",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"Standard","",205,11.8648,18.421445,0,0,29,0,1,0,1
"402",396,"Stables Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Standard","",581,4.1675,16.476136,0,0,26,1,0,0,1
"403",397,"Jaws Beach","Maui","Maui","",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Rock","",256,49.5266,6.615224,0,0,24,0,1,0,1
"404",398,"Wailua Nui Bay","Maui","Maui","",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Rock","",175,76.171,7.707103,0,0,24,0,0,1,1
"405",399,"Lipoa Street Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Standard","",425,4.90808,3.024395,0,0,30,0,1,0,1
"406",400,"Waipuilani Beach Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,"Standard","",600,5.25041,5.650685,0,0,30,1,0,0,1
"407",401,"Sugar Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Standard","",650,5.49926,7.64255,0,0,30,1,0,0,1
"408",402,"Pohaku Park","Maui","Maui","",0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,"Standard","",184,6.05985,4.269366,0,0,29,0,0,1,1
"409",403,"Kaopala Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","",110,8.80709,1.083269,0,0,29,0,0,1,1
"410",404,"Honokeana Bay","Maui","Maui","",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Rock","",109,8.4829,12.801364,0,0,29,0,0,1,1
"411",405,"Waihee Coastal Dunes and Wildlife Refuge","Maui","Maui","",0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,"Standard","",500,12.5323,7.903433,0,0,26,0,0,0,1
"412",406,"Kaleia Beach","Maui","Maui","",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Standard","",680,2.93302,8.338088,0,0,30,1,0,0,1
"413",407,"Huawai Bay","Maui","Lanai","Beach",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,"","",0,0,3.944844802,0,0,39,0,0,1,1
"414",408,"Hulopoe Bay Beach","Maui","Lanai","Beach",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"","",432.343,0.889636781,8.059311186,0,0,39,0,1,0,1
"415",409,"Kahemano","Maui","Lanai","Beach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,13.67884103,0,0,40,0,0,1,1
"416",410,"Kaumalapau Harbor","Maui","Lanai","Cliffs",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"","",0,19.50118758,16.18058266,0,0,40,0,0,1,1
"417",411,"Kaunol_ Village","Maui","Lanai","Historical",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","",0,0,11.07419479,0,0,40,0,0,1,1
"418",412,"Lopa Beach","Maui","Lanai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"","",1991.886,0,3.560496085,0,0,39,1,0,0,1
"419",413,"Manele Small Boat Harbor","Maui","Lanai","Beach",0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,"","",287.924,16.1470261,8.281090421,0,0,39,0,1,0,1
"420",414,"Polihua Beach","Maui","Lanai","Beach",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","",6131.853,0,1.247787611,0,0,40,1,0,0,1
"421",415,"Sharks Bay","Maui","Lanai","Beach",0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Sand","",95.69,7.224053335,10.93681863,0,0,39,0,0,1,1
"422",416,"Shipwreck Beach","Maui","Lanai","Beach",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Sand","",1791.583,0,9.18429168,0,0,39,1,0,0,1
"423",417,"ÔAwahua Beach","Maui ","Molokai","Beach",0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,"","",662.262,8.734541472,15.51367408,0,0,44,1,0,0,1
"424",418,"ÔIliopiÔI Beach","Maui","Molokai","Beach",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"","",512.609,35.00225132,12.61707751,0,0,44,1,0,0,1
"425",419,"George Murphy Beach Park","Maui","Molokai","Beach",0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"","",608.25,11.65791498,8.31992404,0,0,43,1,0,0,1
"426",420,"H_lawa Beach Park","Maui","Molokai","Beach",0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,"","",632.276,26.511701,0.860465116,0,0,44,1,0,0,1
"427",421,"Hale O Lono Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,"","",1167.376,0,0,0,0,49,1,0,0,1
"428",422,"Kakahai'a Beach Park","Maui","Molokai","Beach",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"","",699.928,3.145542124,0.458190149,0,0,50,1,0,0,1
"429",423,"Kamalo Wharf Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"","",142.587,8.880641532,1.655206761,0,0,50,0,0,1,1
"430",424,"Kamiloloa Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"","",245.721,4.499634067,0.149627516,0,0,50,0,1,0,1
"431",425,"Kapukahehu Beach Dixie Maru Cove","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,"","",155.495,26.16531704,0.271347813,0,0,49,0,0,1,1
"432",426,"Kapukuwahine Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"","",1672.066,0,0,0,0,49,1,0,0,1
"433",427,"Kaunakakai Harbor","Maui","Molokai","Beach",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,"","",388.906,6.988106262,0.924407224,0,0,50,0,1,0,1
"434",428,"Kaupoa Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"","",382.139,15.20226029,4.424970442,0,0,49,0,1,0,1
"435",429,"Kawakiu Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"","",83.298,21.31823845,6.120558528,0,0,49,0,0,1,1
"436",430,"Kawili Beach","Maui","Molokai","Beach",0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,"","",1334.369,0,1.018262738,0,0,44,1,0,0,1
"437",431,"Kepuhi Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"","",842.822,8.411756439,7.459647131,0,0,49,1,0,0,1
"438",432,"Kiowea Beach","Maui","Molokai","Beach Park",0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,"","",1891.538,3.655973967,0.630319864,0,0,50,1,0,0,1
"439",433,"K_mimi Beach Park","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"","",608.25,6.728342226,10.81033801,0,0,43,1,0,0,1
"440",434,"Lighthouse Beach","Maui","Molokai","Cliffs",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"","",1807.318,41.1769103,6.436032864,0,0,49,1,0,0,1
"441",435,"Lono Harbor","Maui","Molokai","Harbor",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"","",740.681,12.71454896,0,0,0,49,1,0,0,1
"442",436,"Make Horse Pohaku Mauliuli Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"","",504.497,10.71805392,25.00787471,0,0,49,1,0,0,1
"443",437,"MoÔOmomi Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"","",668.396,0,1.609921303,0,0,44,1,0,0,1
"444",438,"One Ali_i Park","Maui","Molokai","Beach Park",0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,"","",1190.597,5.006851011,0.549105702,0,0,50,1,0,0,1
"445",439,"P_p_haku Beach Park","Maui","Molokai","Beach Park",0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,"","",3060.481,16.56984932,7.30938548,0,0,49,1,0,0,1
"446",440,"Pelekuna Beach","Maui","Molokai","Cliffs",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"","",432.258,18.30015714,6.381865404,0,0,44,0,1,0,1
"447",441,"PoÔOlau Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","",76.718,25.82743962,26.80174146,0,0,49,0,0,1,1
"448",442,"P_koÔo Harbor","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"","",752.075,5.838731373,7.734408824,0,0,43,1,0,0,1
"449",443,"Pukoo Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"","",752.075,18.43846872,3.771395271,0,0,43,1,0,0,1
"450",444,"Sandy Beach","Maui","Molokai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"","",72.271,0,15.20554322,0,0,43,0,0,1,1
